TAHUN,PROVINSI,KOTA/KABUPATEN,PERSENTASE BALITA GIZI KURANG (BB/TB: < -2 S.D. -3 SD),PERSENTASE BALITA DITIMBANG (D/S) (L+P),PERSENTASE BALITA BERAT BADAN KURANG(BB/U) ATAU UNDERWEIGHT,PERSENTASE BALITA PENDEK (TB/U) ATAU STUNTING,PERSENTASE BALITA BATUK ATAU KESUKARAN BERNAFAS DIBERIKAN TATALAKSANA STANDAR,PENYEBAB KEMATIAN BALITA (12-59 BULAN)-PNEUMONIA,PENYEBAB KEMATIAN BALITA (12-59 BULAN)-DIARE,PERSENTASE KUNJUNGAN NEONATAL 1 KALI (KN1) (L+P),PERSENTASE KUNJUNGAN NEONATAL 3 KALI (KN1) (L+P),PERSENTASE - BAYI DIIMUNISASI HB0 < 24 JAM (L + P),PERSENTASE - BAYI DIIMUNISASI HB0 1-7 HARI (L),PERSENTASE - BAYI DIIMUNISASI LENGKAP (L + P),PERSENTASE PESERTA KB KONDOM,PERSENTASE PESERTA KB SUNTIK,PERSENTASE PESERTA KB PIL,PERSENTASE PESERTA KB IMPLAN,PERSENTASE PESERTA KB,PERSENTASE IBU BERSALIN/ NIFAS KF1,PERSENTASE IBU HAMIL K1,PERSENTASE IBU HAMIL K4,PERSENTASE IBU HAMIL Td1,PERSENTASE IBU HAMIL Td2,PERSENTASE IBU HAMIL Td3,PERSENTASE WUS (15-39 TAHUN) Td1,PERSENTASE WUS (15-39 TAHUN) Td2,PERSENTASE WUS (15-39 TAHUN) Td3,PERSENTASE WUS (15-39 TAHUN) Td4,PERSENTASE PERSALINAN DI FASYANKES,BOR (%),PERSENTASE PELAYANAN KESEHATAN BAYI (L+P),PERSENTASE - SISWA KELAS 1 SD/MI MENDAPAT PELAYANAN KESEHATAN,PERSENTASE - SISWA KELAS 7 SMP/MTS MENDAPAT PELAYANAN KESEHATAN,PERSENTASE - SISWA KELAS 10 SMA/MA MENDAPAT PELAYANAN KESEHATAN,PERSENTASE - PELAYANAN KESEHATAN PADA USIA PENDIDIKAN DASAR,PERSENTASE BUMIL DENGAN KOMPLIKASI KEBIDANAN DITANGANI ,PERSENTASE  BAYI (6-11 BULAN)  MENDAPAT VIT A,PERSENTASE ANAK BALITA (12-59 BULAN)  MENDAPAT VIT A,PERSENTASE BALITA (6-59 BULAN) MENDAPAT VIT A,PERSENTASE IBU NIFAS MENDAPAT VIT A,PERSENTASE - PUSKESMAS MEMILIKI 80% OBAT DAN VAKSIN ESENSIAL,PERSENTASE - POSYANDU AKTIF,PUSKESMAS MELAKSANAKAN KEGIATAN KESEHATAN REMAJA,PERSENTASE RUMAH SAKIT TERAKREDITASI,PERSENTASE PENDERITA HIPERTENSI MENDAPAT PELAYANAN KESEHATAN (L+P),PERSENTASE PENDERITA DM YANG MENDAPATKAN PELAYANAN KESEHATAN SESUAI STANDAR,PERSENTASE PEMERIKSAAN IVA,PERSENTASE IVA POSITIF,PERSENTASE CURIGA KANKER LEHER RAHIM,PERSENTASE TUMOR/ BENJOLAN,PERSENTASE  ODGJ BERAT MENDAPAT PELAYANAN KESEHATAN,PERSENTASE KASUS DIRUJUK (GIGI),PERSENTASE ANGKA KEBERHASILAN PENGOBATAN (SUCCESS RATE/SR) SEMUA KASUS TUBERKULOSIS (L+P),PERSENTASE SEMUA KASUS TBC (L),PERSENTASE SEMUA KASUS TBC (P),PERSENTASE  KEMATIAN SELAMA PENGOBATAN TUBERKULOSIS,PERSENTASE ANGKA KESEMBUHAN (CURE RATE) TBC PARU TERKONFIRMASI BAKTERIOLOGIS (L),PERSENTASE PENEMUAN KASUS DIARE SEMUA UMUR DILAYANI ,PERSENTASE KASUS BARU PENDERITA KUSTA CACAT TINGKAT 0,PERSENTASE KASUS BARU PENDERITA KUSTA CACAT TINGKAT 2,PERSENTASE TOTAL PENEMUAN PNEUMONIA (L+P),PERSENTASE SARANA AIR MINUM YANG DIAWASI/ DIPERIKSA KUALITAS AIR MINUMNYA SESUAI STANDAR (AMAN),PERSENTASE DEPOT AIR MINUM LAIK HSP,PERSENTASE KK DENGAN AKSES TERHADAP FASILITAS SANITASI YANG LAYAK.1,PERSENTASE  TPM MEMENUHI SYARAT KESEHATAN,PERSENTASE DESA/KELURAHAN STOP BABS (SBS)
2020-01-01,BALI,KLUNGKUNG,2.6,64.5,4.7,7.3,91.1,1.0,0.0,100.0,100.0,100.0,7.2,100.0,3.5,31.6,11.7,7.0,84.3,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,30.3,80.5,95.6,60.8,62.9,98.4,90.0,100.0,100.0,100.0,100.0,100.0,59.5,12.0,53.45,46.2,81.2,9.8,0.7,0.0,0.2,90.9,2.4,91.1,63.5,36.5,4.9,95.8,67.5,100.0,0.0,96.7,47.06,73.9,82.25,100.0,79.7
2020-01-01,BALI,BANGLI,1.4,60.7,2.8,6.3,96.6,0.0,0.0,100.0,100.0,100.0,2.8,100.0,1.6,42.4,8.0,3.3,87.2,97.9,100.0,90.2,0.0,0.0,0.0,0.0,0.0,0.0,2.3,97.9,54.9,98.6,76.2,41.8,41.4,18.5,58.6,99.4,98.6,98.8,97.3,100.0,86.0,12.0,53.39,7.8,35.9,1.5,2.7,0.0,0.2,74.6,1.7,96.6,66.7,33.3,8.1,39.5,100.0,0.0,0.0,12.5,47.06,50.0,82.25,73.0,20.8
2020-01-01,BALI,KARANGASEM,3.5,66.8,5.8,10.8,99.3,0.0,0.0,100.0,100.0,100.0,1.8,100.0,3.1,37.1,9.5,4.8,78.0,100.0,100.0,95.4,0.3,0.6,16.3,0.0,0.1,1.6,2.8,100.0,34.2,100.0,73.3,32.1,36.0,43.3,65.5,99.2,99.2,99.2,100.0,100.0,45.1,12.0,53.36,51.1,86.2,4.0,0.7,0.2,0.0,83.7,2.2,99.3,60.9,39.1,11.3,88.3,39.1,92.3,7.7,80.4,47.06,70.0,82.25,100.0,17.9
2020-01-01,BALI,BULELENG,2.4,58.4,3.7,7.2,97.5,1.0,0.0,100.0,99.5,100.0,1.5,100.0,6.6,45.3,10.6,3.3,79.6,100.0,100.0,99.4,0.0,0.0,0.0,0.0,0.0,0.0,0.8,100.0,41.5,100.0,63.4,14.8,9.3,12.3,100.0,95.3,92.4,92.9,100.0,100.0,78.5,12.0,53.37,16.2,73.3,2.9,1.9,0.2,0.4,28.6,1.4,97.5,61.4,38.6,10.6,64.7,42.1,100.0,0.0,38.2,47.06,91.8,82.25,100.0,16.9
2020-01-01,BALI,KOTA DENPASAR,0.7,62.4,0.8,1.5,100.0,0.0,0.0,98.5,97.6,82.9,11.4,95.4,5.4,34.9,11.7,3.0,45.0,98.7,98.3,96.7,0.0,0.0,0.0,0.0,0.0,0.0,9.7,98.7,49.2,76.8,92.5,95.5,96.1,96.1,88.5,99.7,99.3,99.4,97.1,100.0,45.3,12.0,53.37,8.8,50.4,3.4,1.5,0.0,0.6,47.5,2.1,100.0,58.6,41.4,9.0,59.4,33.0,100.0,0.0,44.7,47.06,78.4,82.25,100.0,93.0
2021-01-01,BALI,JEMBRANA,0.7,100.0,1.3,1.6,97.3,1.0,0.0,99.9,99.0,100.0,6.0,93.4,3.1,53.2,7.3,11.4,82.0,100.0,92.4,83.6,0.0,0.0,0.0,0.5,0.6,0.8,0.7,100.0,26.1,93.8,90.8,82.6,91.7,58.6,100.0,95.0,93.3,93.7,100.0,100.0,99.7,4.0,53.36,61.2,100.0,5.8,0.6,0.1,0.0,55.8,2.5,97.3,62.4,37.6,12.1,76.1,23.8,100.0,0.0,81.9,47.06,70.0,98.77,22.68,23.53
2021-01-01,BALI,TABANAN,2.4,100.0,2.9,4.0,100.0,0.0,0.0,100.0,100.0,86.9,8.0,100.0,2.8,42.2,9.7,1.7,80.5,97.1,92.4,83.6,0.0,0.0,0.0,0.5,0.6,0.8,0.7,97.1,35.6,99.8,98.4,92.7,79.2,81.2,100.0,100.0,100.0,100.0,97.4,100.0,65.2,20.0,53.36,41.8,100.0,3.7,4.9,0.0,0.0,61.4,1.6,100.0,59.1,40.9,14.5,29.2,33.6,100.0,0.0,33.5,47.06,77.9,98.08,71.8,28.57
2021-01-01,BALI,BADUNG,0.8,100.0,1.7,1.6,98.3,0.0,0.0,84.8,84.8,100.0,11.9,100.0,3.4,50.4,9.3,1.6,91.5,80.4,92.4,83.6,0.0,0.0,0.0,0.5,0.6,0.8,0.7,80.6,36.8,94.1,99.9,99.0,95.4,22.2,100.0,97.9,100.0,99.5,80.2,100.0,99.8,13.0,53.36,96.3,96.9,6.4,0.2,0.0,0.5,100.0,1.9,98.3,62.2,37.8,6.4,74.7,18.7,100.0,0.0,2.9,47.06,23.5,100.0,14.3,100.0
2021-01-01,BALI,GIANYAR,2.0,100.0,2.6,2.8,98.6,0.0,0.0,91.6,90.1,100.0,2.5,91.7,3.3,27.7,13.5,1.9,79.8,87.2,92.4,83.6,0.0,0.0,0.0,0.5,0.6,0.8,0.7,87.3,42.6,88.3,51.5,71.4,93.1,51.5,100.0,100.0,100.0,100.0,87.2,100.0,99.6,13.0,53.36,35.6,73.5,5.6,1.6,0.1,0.2,80.3,2.6,98.6,66.5,33.5,10.2,51.9,34.2,100.0,0.0,1.1,47.06,72.7,99.87,66.4,77.14
2021-01-01,BALI,KLUNGKUNG,2.4,100.0,4.8,5.1,99.3,0.0,0.0,100.0,100.0,100.0,5.1,100.0,3.4,32.4,11.0,7.9,86.8,100.0,92.4,83.6,0.0,0.0,0.0,0.5,0.6,0.8,0.7,100.0,28.3,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,9.0,53.36,61.3,98.5,4.2,0.2,0.2,0.0,93.7,5.5,99.3,55.4,44.6,9.6,85.1,74.7,100.0,0.0,52.0,47.06,88.1,97.22,92.18,81.36
2021-01-01,BALI,BANGLI,1.2,100.0,3.0,4.6,96.1,0.0,0.0,100.0,100.0,100.0,1.6,100.0,1.3,36.5,6.9,3.8,80.7,97.5,92.4,83.6,0.0,0.0,0.0,0.5,0.6,0.8,0.7,97.5,52.9,100.0,97.8,98.9,99.8,60.2,100.0,99.9,99.9,99.9,89.9,100.0,77.8,2.0,53.36,11.3,31.7,2.1,0.7,0.1,0.1,67.9,1.3,96.1,70.0,30.0,10.8,0.0,28.7,0.0,0.0,2.1,47.06,97.9,92.18,90.53,20.83
2021-01-01,BALI,KARANGASEM,3.3,100.0,7.0,10.1,97.6,0.0,0.0,100.0,100.0,100.0,1.9,100.0,3.2,37.4,9.2,5.6,72.2,100.0,92.4,83.6,0.5,0.6,12.4,0.5,0.6,0.8,0.7,100.0,38.1,100.0,98.2,42.6,43.6,77.0,100.0,95.6,92.2,93.0,100.0,100.0,45.4,12.0,53.36,59.9,91.3,2.8,0.1,0.3,0.4,90.8,1.3,97.6,57.5,42.5,14.4,56.7,26.6,50.0,18.8,78.1,47.06,91.4,91.33,79.83,28.21
2021-01-01,BALI,BULELENG,2.2,100.0,3.4,2.9,99.2,1.0,0.0,100.0,100.0,100.0,1.8,100.0,6.2,46.9,9.5,3.3,83.6,100.0,92.4,83.6,0.0,0.0,0.0,0.5,0.6,0.8,0.7,100.0,40.6,100.0,80.7,59.9,25.4,30.1,100.0,93.8,94.7,94.5,100.0,100.0,77.2,4.0,53.36,61.7,83.1,2.6,1.5,0.3,0.0,45.2,0.1,99.2,63.7,36.3,10.9,59.1,32.5,100.0,0.0,16.2,47.06,69.0,95.72,65.28,22.3
2021-01-01,BALI,KOTA DENPASAR,0.3,100.0,0.5,0.3,100.0,0.0,0.0,100.0,100.0,84.2,7.3,100.0,5.1,36.7,11.3,4.6,49.6,97.7,92.4,83.6,0.0,0.0,0.0,0.5,0.6,0.8,0.7,97.8,55.4,89.3,98.4,95.5,93.6,99.5,100.0,99.6,97.0,97.6,96.0,100.0,68.85,11.0,53.36,52.7,100.0,2.5,1.0,0.0,0.0,38.2,8.1,100.0,60.6,39.4,10.9,39.3,18.7,100.0,0.0,30.9,47.06,33.3,99.98,58.9,97.67
2022-01-01,BALI,JEMBRANA,1.3,0.0,3.0,3.0,92.4,2.0,0.0,99.8,98.9,100.0,5.1,100.0,3.1,52.4,7.4,12.5,82.3,93.2,91.1,84.6,0.1,0.1,0.1,0.0,0.0,0.0,0.1,93.2,100.0,98.8,100.0,99.9,100.0,84.8,98.4,91.4,85.7,86.9,93.2,100.0,99.7,10.0,53.36,99.7,100.0,13.3,0.5,0.1,0.2,69.9,0.03,92.4,63.2,36.8,12.2,10.1,31.4,100.0,0.0,19.9,3.6,100.0,100.0,91.8,45.1
2022-01-01,BALI,TABANAN,2.2,0.0,3.3,2.8,99.1,0.0,0.0,100.0,98.3,96.9,3.0,100.0,3.7,38.3,9.4,2.9,75.5,84.0,87.2,83.3,0.0,0.0,0.4,0.0,0.0,0.0,0.0,84.0,100.0,100.0,99.6,99.9,91.3,98.0,84.5,100.0,100.0,100.0,82.2,100.0,63.6,20.0,53.36,19.0,100.0,5.4,2.2,0.1,0.3,70.8,0.0,99.1,55.0,45.0,17.5,64.1,45.1,100.0,0.0,100.0,80.6,84.9,96.38,47.6,34.6
2022-01-01,BALI,BADUNG,0.7,0.0,2.0,1.5,99.5,0.0,0.0,100.0,100.0,100.0,8.4,97.4,4.9,37.8,12.0,1.6,83.4,69.8,82.3,73.2,0.0,0.0,0.2,0.0,0.0,0.0,0.1,69.8,100.0,89.6,98.9,100.0,99.6,99.1,71.5,99.6,97.3,97.8,69.6,100.0,97.5,13.0,53.36,99.9,99.7,9.0,0.4,0.0,1.3,100.0,0.02,99.5,59.0,41.0,5.6,71.6,22.5,0.0,0.0,100.0,91.3,78.8,100.0,84.5,100.0
2022-01-01,BALI,GIANYAR,1.8,0.0,3.4,3.2,98.6,2.0,0.0,100.0,99.3,100.0,1.7,95.5,4.1,27.5,14.3,1.8,81.0,75.8,81.0,75.9,0.0,0.0,0.0,0.0,0.0,0.0,0.5,75.8,100.0,86.2,100.0,100.0,100.0,99.3,84.0,100.0,100.0,100.0,75.8,100.0,100.0,13.0,53.36,41.3,100.0,6.7,4.6,0.0,0.3,100.0,0.04,98.6,59.3,40.7,7.9,60.9,36.1,100.0,0.0,57.2,69.2,53.3,99.96,67.6,88.6
2022-01-01,BALI,KLUNGKUNG,1.9,0.0,5.1,5.4,96.4,2.0,0.0,100.0,100.0,99.7,1.7,100.0,3.7,35.5,10.2,8.0,85.5,92.4,94.9,90.8,0.0,0.0,1.9,0.0,0.0,0.2,0.9,92.4,100.0,100.0,100.0,100.0,100.0,100.0,76.6,100.0,100.0,100.0,92.4,100.0,100.0,9.0,53.36,100.0,100.0,20.3,1.7,0.2,0.8,100.0,0.0,96.4,55.8,44.2,4.5,79.5,77.5,100.0,0.0,40.5,100.0,18.8,99.66,5.7,88.1
2022-01-01,BALI,BANGLI,1.2,0.0,3.6,4.5,95.1,0.0,0.0,99.9,98.8,97.8,1.1,99.5,1.7,42.6,6.6,3.5,94.8,89.5,89.3,81.2,0.0,0.0,0.0,0.0,0.0,0.0,2.1,89.5,100.0,100.0,93.9,97.9,98.2,87.8,72.7,100.0,97.9,98.4,89.5,100.0,77.8,12.0,53.36,17.6,79.7,2.8,0.9,0.0,0.0,73.7,0.02,95.1,72.5,27.5,11.5,28.0,19.6,100.0,0.0,56.7,37.9,50.0,96.64,16.6,76.4
2022-01-01,BALI,KARANGASEM,2.3,0.0,5.0,7.0,94.3,0.0,0.0,100.0,98.3,98.0,1.0,98.6,3.7,35.6,9.6,5.8,73.6,95.6,96.3,84.3,0.1,0.0,11.5,0.0,0.0,1.1,2.1,95.3,100.0,100.0,98.9,98.8,83.3,95.8,62.7,95.6,95.3,95.4,95.6,100.0,42.7,12.0,53.36,54.4,100.0,4.9,0.1,0.2,0.1,92.1,0.02,94.3,60.4,39.6,8.8,64.8,29.1,83.3,0.0,5.7,97.1,11.1,91.74,22.6,37.2
2022-01-01,BALI,BULELENG,2.2,0.0,4.8,4.2,92.7,1.0,0.0,100.0,99.4,100.0,1.0,100.0,4.9,48.9,9.2,3.8,80.0,95.6,96.3,86.9,0.0,0.0,0.0,0.0,0.0,0.0,0.3,95.7,100.0,100.0,98.4,99.6,69.3,98.4,100.0,97.3,95.6,96.1,95.6,100.0,71.9,20.0,53.36,77.7,100.0,5.2,1.1,0.1,0.2,100.0,0.01,92.7,63.2,36.8,13.3,50.2,32.5,100.0,0.0,100.0,85.3,92.5,93.34,62.5,40.5
2022-01-01,BALI,KOTA DENPASAR,0.3,0.0,0.9,0.7,98.0,0.0,0.0,99.9,99.3,87.1,11.7,98.3,5.8,37.6,11.0,5.0,55.2,100.0,99.9,98.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,97.2,97.6,97.7,97.8,99.7,93.1,99.6,98.8,99.0,99.7,100.0,87.6,11.0,53.36,100.0,100.0,100.0,1.3,0.0,0.1,100.0,0.06,98.0,58.5,41.5,9.6,63.9,47.5,100.0,0.0,59.8,34.1,91.5,99.99,94.4,97.7
2023-01-01,BALI,Jembrana,1.3,68.2,4.4,5.1,100.0,2.0,1.0,99.9,99.1,100.0,5.1,100.0,2.8,46.9,6.8,14.7,87.1,91.8,62.6,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.8,100.0,95.7,100.0,99.8,100.0,99.9,100.0,92.1,90.0,90.5,91.8,100.0,99.7,10.0,53.36,100.0,100.0,18.7,0.9,0.1,0.3,83.6,2.3,100.0,63.0,37.0,6.4,93.5,52.3,41.7,41.7,94.9,47.06,100.0,99.78,96.19,90.2
2023-01-01,BALI,Tabanan,1.7,87.9,3.4,3.2,100.0,1.0,1.0,100.0,99.1,100.0,1.7,100.0,2.7,39.4,10.2,1.8,81.6,85.1,86.9,82.6,0.0,0.0,20.2,0.0,0.0,1.2,3.2,85.1,100.0,100.0,99.9,99.8,100.0,99.6,81.0,100.0,99.7,99.7,84.9,100.0,96.3,20.0,53.36,42.6,100.0,7.5,2.3,0.2,1.0,78.1,0.0,100.0,59.8,40.2,9.3,81.2,47.0,100.0,0.0,63.0,97.01,58.9,99.84,65.26,96.24
2023-01-01,BALI,Badung,0.8,79.3,2.8,2.2,99.7,0.0,0.0,100.0,100.0,100.0,5.9,100.0,6.7,47.5,10.3,2.2,61.8,79.0,53.3,77.9,0.1,1.4,1.8,0.0,0.1,0.1,0.4,79.0,100.0,96.9,99.7,100.0,100.0,99.5,100.0,100.0,100.0,100.0,78.9,100.0,88.6,13.0,53.36,99.8,99.7,13.1,0.6,0.1,3.0,100.0,3.1,99.7,58.9,41.1,6.6,71.5,36.7,88.0,0.0,80.6,91.49,85.3,98.78,86.64,100.0
2023-01-01,BALI,Gianyar,1.5,92.2,3.3,4.1,96.3,1.0,0.0,100.0,98.7,100.0,0.0,100.0,4.7,26.5,16.2,1.8,68.0,76.6,83.2,77.5,0.0,0.9,2.0,0.0,0.1,0.2,3.8,76.7,100.0,80.5,100.0,100.0,100.0,100.0,82.0,100.0,100.0,100.0,76.7,100.0,100.0,13.0,53.36,89.0,100.0,7.7,3.2,0.2,0.2,100.0,4.2,96.3,53.0,47.0,8.8,71.3,44.4,100.0,0.0,33.4,97.56,46.2,99.83,70.84,97.14
2023-01-01,BALI,Klungkung,2.1,92.1,5.2,4.8,84.2,3.0,0.0,100.0,98.9,100.0,2.0,100.0,2.9,35.2,11.1,9.5,75.6,91.7,88.8,90.6,0.0,0.1,16.4,0.0,0.0,1.4,2.1,91.7,100.0,100.0,100.0,100.0,100.0,100.0,79.0,100.0,100.0,100.0,91.7,100.0,100.0,9.0,53.36,100.0,100.0,25.1,1.5,0.1,0.7,100.0,7.9,84.2,58.9,41.1,5.1,79.7,80.0,92.9,7.1,66.7,68.75,25.0,99.71,57.73,91.53
2023-01-01,BALI,Bangli,1.5,81.7,3.7,4.8,100.0,0.0,0.0,99.8,99.8,100.0,2.7,100.0,1.9,41.6,9.6,5.3,83.3,82.9,56.1,75.6,0.0,0.3,0.7,0.0,0.0,0.1,1.2,82.9,100.0,100.0,95.4,97.3,99.5,95.8,80.0,99.4,99.4,99.4,83.7,100.0,100.0,12.0,53.36,100.0,100.0,2.6,1.3,0.7,0.7,100.0,1.4,100.0,69.5,30.5,9.9,37.5,28.4,0.0,0.0,37.7,38.41,50.0,97.26,28.99,91.78
2023-01-01,BALI,karangasem,2.2,74.1,5.0,6.7,86.7,0.0,0.0,100.0,100.0,100.0,2.1,100.0,4.8,33.8,9.0,6.1,72.4,89.4,67.3,84.1,1.3,2.2,13.7,0.1,0.2,0.5,1.7,89.4,100.0,100.0,100.0,96.6,99.3,98.5,83.0,99.5,97.9,98.2,89.4,100.0,100.0,12.0,53.36,100.0,100.0,44.3,0.3,0.2,0.1,95.3,2.5,86.7,66.5,33.5,10.8,83.3,42.7,0.0,0.0,100.0,82.46,9.1,94.41,24.59,52.56
2023-01-01,BALI,Buleleng,2.2,79.6,4.8,3.6,99.8,3.0,0.0,100.0,100.0,100.0,0.4,100.0,3.6,53.8,8.2,4.3,68.8,92.0,75.1,83.4,0.0,0.0,0.0,0.0,0.0,0.0,0.1,92.0,100.0,92.9,100.0,100.0,100.0,100.0,100.0,98.5,97.9,98.0,92.0,100.0,99.7,20.0,53.36,76.0,90.8,5.8,1.0,0.2,0.2,47.2,1.1,99.8,63.6,36.4,10.8,50.5,27.9,100.0,0.0,27.6,81.52,82.6,88.06,71.32,54.05
2023-01-01,BALI,Kota Denpasar,0.5,87.3,1.3,1.2,99.8,1.0,0.0,99.9,99.9,97.6,1.4,100.0,6.9,37.2,10.8,5.7,61.8,100.0,73.3,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,98.3,98.8,96.8,99.6,98.0,99.5,98.9,99.1,100.0,100.0,99.8,11.0,53.36,100.0,100.0,100.0,1.0,0.1,0.1,100.0,4.0,99.8,59.8,40.2,7.4,51.5,60.0,50.0,50.0,41.3,100.0,99.7,100.0,92.54,100.0
